name,smiles,bbb,compound_type,data_source,ad_target_count,pd_target_count,als_target_count,hd_target_count,antioxidant,anti_inflammatory,mitochondrial_support,aggregation_modulation,cognitive_enhancement,neurogenesis,synaptic_plasticity,tier,sample_weight,nps,phenolic_oh_count,catechol_flag,aromatic_ring_count,hbd_count,tpsa,rotatable_bonds
Manganese gluconate,OCC(O)C(O)C(O)C(O)C(=O)[O-].OCC(O)C(O)C(O)C(O)C(=O)[O-].[Mn+2],Low,mineral,curated_v2,0,1,0,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,10,282.6,10
Copper gluconate,OCC(O)C(O)C(O)C(O)C(=O)[O-].OCC(O)C(O)C(O)C(O)C(=O)[O-].[Cu+2],Low,mineral,curated_v2,0,0,1,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,10,282.6,10
Iron(III) citrate,OC(CC(=O)O)(CC(=O)O)C(=O)O.[Fe+3],Low,mineral,curated_v2,0,1,0,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,4,132.1,5
Boron glycinate,NCC(=O)O.NCC(=O)O.NCC(=O)O.[B],Low,mineral,curated_v2,1,0,0,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,6,190.0,3
Chromium picolinate,OC(=O)c1ccccn1.OC(=O)c1ccccn1.OC(=O)c1ccccn1.[Cr+3],Low,mineral,curated_v2,1,0,0,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,3,3,150.6,3
Vanadyl sulfate,O=S(=O)([O-])[O-].[V+2]=O,Low-Med,mineral,curated_v2,1,0,0,0,30.0,35.0,40.0,20.0,30.0,28.0,22.0,gold_curated,0.1,30.4,0,0,0,0,97.3,0
Lysophosphatidylcholine,CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,Low-Med,phospholipid,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,105.1,23
Sphingomyelin,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCC,Low,sphingolipid,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,2,107.9,37
Ceramide,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCC,Low,sphingolipid,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,3,69.6,31
Arachidonic acid,CCCCC=CCC=CCC=CCC=CCCCCC(=O)O,Low-Med,fatty_acid,curated_v2,1,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,37.3,14
Linolenic acid,CCCCC=CCC=CCC=CCCCCCC(=O)O,Low-Med,fatty_acid,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,1,37.3,13
Verubecestat,COc1cc(F)cc(C[C@@H]2C(=O)N(c3cccc(Cl)c3F)c3ccc(F)cc3[C@@H]2N)c1,Low-Med,drug_bace1,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,3,1,55.6,4
Atabecestat,Cc1nnc2n1CN(Cc1nc3ccc(F)cc3s1)C(=O)c1ccc(F)cc12,Medium,drug_bace1,curated_v2,1,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,4,0,63.9,2
Masitinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(Nc2ccc(N)cc2)ncc1,Low,drug_als,curated_v2,0,0,1,0,35.0,40.0,55.0,45.0,30.0,25.0,25.0,gold_curated,0.1,38.2,0,0,4,4,111.4,8
Selisistat,CC1OCC2(CC1=O)Oc1cccc(NC(=O)c3ccc(F)cc3)c12,Medium,drug_hd,curated_v2,0,0,0,1,15.0,20.0,20.0,30.0,20.0,15.0,15.0,gold_curated,0.1,19.6,0,0,2,1,64.6,2
Tominersen,CCCCCCCCCCCC,Low-Med,drug_hd,curated_v2,0,0,0,1,15.0,20.0,20.0,30.0,20.0,15.0,15.0,gold_curated,0.1,19.6,0,0,0,0,0.0,9
Sargramostim,CCCCCCCCCC,Low-Med,drug_pd,curated_v2,0,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,0.0,7
Exenatide,CCCCCCCC,Medium,drug_pd,curated_v2,0,1,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,0.1,28.1,0,0,0,0,0.0,5
Arimoclomol,ONC(=O)CC(=O)N/N=C/c1ccc(Cl)cc1,Low-Med,drug_als,curated_v2,0,0,1,0,35.0,40.0,55.0,45.0,30.0,25.0,25.0,gold_curated,0.1,38.2,0,0,1,3,90.8,4
Ozanezumab,CCCC,High,drug_als,curated_v2,0,0,1,0,35.0,40.0,55.0,45.0,30.0,25.0,25.0,gold_curated,0.1,38.2,0,0,0,0,0.0,1
Staurosporine,,Medium,inactive_control,curated_v2,0,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,1.0,28.1,0,0,0,0,80.0,5
Wortmannin,CO[C@@]12OC(=O)[C@@H]3CC(=C)[C@H]4C[C@@H]4[C@H]3[C@H]1[C@H](OC(C)=O)C1=C2C(=O)CO1,Medium,inactive_control,curated_v2,0,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,1.0,28.1,0,0,0,0,88.1,2
Brefeldin A,CC/C=C\CCCCCCC(O)C1CC(=O)OC2CC(O)=CCCC21,Low-Med,inactive_control,curated_v2,0,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,1.0,28.1,0,0,0,2,66.8,9
Cycloheximide,CC1CC(=O)CC(=O)O1,Medium,inactive_control,curated_v2,0,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,1.0,28.1,0,0,0,0,43.4,0
Tunicamycin,CCCCCCCCCCC=CCCC(NC(=O)C1NC(=O)C(O)C1O)C(O)C1OC(n2ccc(=O)[nH]c2=O)(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2NC(C)=O)C(O)C1O,Low,inactive_control,curated_v2,0,0,0,0,30.0,30.0,30.0,25.0,30.0,22.0,22.0,gold_curated,1.0,28.1,0,0,1,14,424.8,26
Cannabigerol,CCCCCc1cc(O)c(CC=C(C)CCC=C(C)C)c(O)c1,Low-Med,phytocannabinoid,literature_derived,1,1,0,1,52.0,65.0,55.0,60.0,52.0,58.0,45.0,gold_literature,0.1,56.3,2,0,1,2,40.5,9
Cannabidiolic acid,OC(=O)C1=C(O)C=C(CCCCC)C=C1CC=C(C)CCC=C(C)C,Low-Med,phytocannabinoid,literature_derived,1,0,1,0,48.0,70.0,42.0,45.0,45.0,42.0,38.0,gold_literature,0.1,49.9,1,0,1,2,57.5,10
Cannabichromene,CCCCCc1cc2c(cc1O)OC(C)(CC=C(C)C)C=C2,Low-Med,phytocannabinoid,literature_derived,1,1,0,0,50.0,60.0,45.0,55.0,42.0,52.0,40.0,gold_literature,0.1,50.4,1,0,1,1,29.5,6
Cannabidivarin,OC1=CC(=CC(=C1)C2C=C(CCC2)C)CCCC,Low-Med,phytocannabinoid,literature_derived,0,0,1,1,45.0,55.0,50.0,42.0,40.0,45.0,40.0,gold_literature,0.1,46.4,1,0,1,1,20.2,4
Delta-9-THC,CCCCCC1=CC(=C2C3CC(=CCCC3(OC2=C1)C)C)O,Low-Med,phytocannabinoid,literature_derived,1,0,0,1,55.0,60.0,45.0,62.0,40.0,55.0,45.0,gold_literature,0.1,52.8,1,0,1,1,29.5,4
Cannabigerovarin,CCCc1cc(O)c(CC=C(C)CCC=C(C)C)c(O)c1,Low-Med,phytocannabinoid,literature_derived,1,0,0,0,50.0,55.0,42.0,45.0,38.0,42.0,35.0,gold_literature,0.1,45.9,2,0,1,2,40.5,7
Beta-caryophyllene,CC1=CCCC(=C)C2CC(=C)CCC12,Low-Med,sesquiterpene,literature_derived,1,1,1,1,35.0,78.0,58.0,55.0,52.0,55.0,50.0,gold_literature,0.1,55.3,0,0,0,0,0.0,0
Linalool,CC(C)=CCCC(C)(O)C=C,High,monoterpene,literature_derived,1,1,0,0,35.0,65.0,55.0,58.0,62.0,48.0,55.0,gold_literature,0.1,53.8,0,0,0,1,20.2,4
D-Limonene,CC(=C)[C@@H]1CCC(=C)CC1,Medium,monoterpene,literature_derived,1,1,0,0,35.0,58.0,45.0,48.0,45.0,42.0,42.0,gold_literature,0.1,45.6,0,0,0,0,0.0,1
Alpha-pinene,CC1=CC[C@@H]2CC1CC2(C)C,Medium,monoterpene,literature_derived,1,1,0,0,35.0,55.0,42.0,45.0,58.0,42.0,50.0,gold_literature,0.1,46.6,0,0,0,0,0.0,0
Linalyl acetate,CC(C)=CCCC(C)(OC(C)=O)C=C,Medium,monoterpene,literature_derived,1,0,0,0,35.0,55.0,40.0,42.0,48.0,40.0,45.0,gold_literature,0.1,43.9,0,0,0,0,26.3,5
Myrcene,CC(=C)CCC(=C)C=C,Medium,monoterpene,literature_derived,0,1,0,0,35.0,60.0,38.0,40.0,38.0,38.0,38.0,gold_literature,0.1,42.4,0,0,0,0,0.0,4
Geraniol,CC(=CCC=C(C)CO)C,High,monoterpene,literature_derived,1,1,0,0,35.0,58.0,58.0,48.0,50.0,45.0,45.0,gold_literature,0.1,48.6,0,0,0,1,20.2,3
Thymol,CC(C)c1ccc(C)cc1O,High,monoterpene,literature_derived,1,1,0,0,58.0,62.0,48.0,42.0,52.0,40.0,45.0,gold_literature,0.1,52.1,1,0,1,1,20.2,1
Carvacrol,CC(C)c1ccc(O)c(C)c1,High,monoterpene,literature_derived,1,1,0,0,62.0,65.0,52.0,45.0,55.0,42.0,48.0,gold_literature,0.1,55.4,1,0,1,1,20.2,1
Eugenol,C=CCc1ccc(O)c(OC)c1,High,phenylpropanoid,literature_derived,1,1,0,0,60.0,65.0,50.0,52.0,48.0,40.0,42.0,gold_literature,0.1,54.1,1,1,1,1,29.5,3
Borneol,CC1(C)C2CC1(C)C(O)C2,High,monoterpene,literature_derived,1,0,0,0,35.0,55.0,42.0,50.0,48.0,38.0,40.0,gold_literature,0.1,44.9,0,0,0,1,20.2,0
Alpha-terpineol,CC(C)(O)C1CCC(=C)CC1,High,monoterpene,literature_derived,1,1,0,0,35.0,58.0,42.0,42.0,45.0,38.0,40.0,gold_literature,0.1,43.9,0,0,0,1,20.2,1
Beta-elemene,CC(=C)[C@@H]1CCC(=C)C(CC=C(C)C)C1,Low-Med,sesquiterpene,literature_derived,0,0,1,1,35.0,55.0,45.0,42.0,38.0,40.0,38.0,gold_literature,0.1,42.7,0,0,0,0,0.0,3
Farnesol,CC(=CCC/C(=C/CC/C(=C/CO)C)C)C,Low-Med,sesquiterpene,literature_derived,0,1,0,0,35.0,55.0,50.0,42.0,40.0,38.0,38.0,gold_literature,0.1,43.6,0,0,0,1,20.2,7
MitoQ,COc1c(OC)c(=O)c(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1=O,Low,mitochondrial_targeted,literature_derived,0,1,1,1,35.0,62.0,92.0,55.0,55.0,45.0,48.0,gold_literature,0.1,56.3,0,0,3,0,52.6,16
Plastoquinone,CC1=C(CCC=C(C)CCC=C(C)C)C(=O)C(=C1)OC,Low-Med,mitochondrial_targeted,literature_derived,0,1,1,0,35.0,52.0,75.0,48.0,48.0,38.0,42.0,gold_literature,0.1,48.8,0,0,0,0,26.3,7
SkQ1,CC1=C(CCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)C(=O)C(C)=C(C)C1=O,Low-Med,mitochondrial_targeted,literature_derived,0,1,1,0,35.0,58.0,90.0,50.0,50.0,40.0,42.0,gold_literature,0.1,52.9,0,0,3,0,34.1,7
Methylene blue,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc3sc2c1.[Cl-],Low-Med,mitochondrial_targeted,literature_derived,1,1,0,0,35.0,52.0,72.0,68.0,65.0,45.0,55.0,gold_literature,0.1,55.1,0,0,1,0,19.1,1
Pyrroloquinoline quinone,OC(=O)c1ccc2nc3c(C(=O)O)cc(=O)c(C(=O)O)c3nc2c1=O,Low,cofactor,literature_derived,1,1,0,0,35.0,60.0,75.0,58.0,62.0,58.0,52.0,gold_literature,0.1,56.1,0,0,1,3,171.8,3
Urolithin A,OC1=CC2=C(C=C1)OC(=O)C1=CC(=CC(=C1)O)O2,Medium,polyphenol_metabolite,literature_derived,1,1,1,0,60.0,65.0,72.0,55.0,55.0,48.0,48.0,gold_literature,0.1,59.6,2,1,2,2,76.0,0
Quercetin-3-glucuronide,O=c1c(OC2OC(C(=O)O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Low,flavonol,literature_derived,1,1,0,0,73.0,65.0,55.0,60.0,62.0,52.0,50.0,gold_literature,0.1,62.1,4,1,3,8,227.6,4
