index,feature,block,type,description,unit
930,ecfp4_930,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
931,ecfp4_931,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
932,ecfp4_932,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
933,ecfp4_933,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
934,ecfp4_934,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
935,ecfp4_935,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
936,ecfp4_936,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
937,ecfp4_937,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
938,ecfp4_938,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
939,ecfp4_939,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
940,ecfp4_940,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
941,ecfp4_941,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
942,ecfp4_942,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
943,ecfp4_943,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
944,ecfp4_944,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
945,ecfp4_945,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
946,ecfp4_946,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
947,ecfp4_947,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
948,ecfp4_948,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
949,ecfp4_949,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
950,ecfp4_950,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
951,ecfp4_951,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
952,ecfp4_952,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
953,ecfp4_953,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
954,ecfp4_954,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
955,ecfp4_955,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
956,ecfp4_956,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
957,ecfp4_957,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
958,ecfp4_958,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
959,ecfp4_959,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
960,ecfp4_960,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
961,ecfp4_961,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
962,ecfp4_962,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
963,ecfp4_963,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
964,ecfp4_964,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
965,ecfp4_965,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
966,ecfp4_966,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
967,ecfp4_967,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
968,ecfp4_968,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
969,ecfp4_969,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
970,ecfp4_970,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
971,ecfp4_971,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
972,ecfp4_972,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
973,ecfp4_973,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
974,ecfp4_974,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
975,ecfp4_975,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
976,ecfp4_976,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
977,ecfp4_977,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
978,ecfp4_978,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
979,ecfp4_979,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
980,ecfp4_980,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
981,ecfp4_981,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
982,ecfp4_982,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
983,ecfp4_983,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
984,ecfp4_984,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
985,ecfp4_985,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
986,ecfp4_986,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
987,ecfp4_987,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
988,ecfp4_988,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
989,ecfp4_989,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
990,ecfp4_990,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
991,ecfp4_991,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
992,ecfp4_992,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
993,ecfp4_993,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
994,ecfp4_994,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
995,ecfp4_995,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
996,ecfp4_996,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
997,ecfp4_997,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
998,ecfp4_998,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
999,ecfp4_999,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1000,ecfp4_1000,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1001,ecfp4_1001,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1002,ecfp4_1002,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1003,ecfp4_1003,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1004,ecfp4_1004,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1005,ecfp4_1005,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1006,ecfp4_1006,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1007,ecfp4_1007,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1008,ecfp4_1008,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1009,ecfp4_1009,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1010,ecfp4_1010,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1011,ecfp4_1011,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1012,ecfp4_1012,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1013,ecfp4_1013,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1014,ecfp4_1014,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1015,ecfp4_1015,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1016,ecfp4_1016,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1017,ecfp4_1017,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1018,ecfp4_1018,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1019,ecfp4_1019,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1020,ecfp4_1020,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1021,ecfp4_1021,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1022,ecfp4_1022,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1023,ecfp4_1023,ECFP-4 fingerprint,binary,"Morgan circular fingerprint bit, radius 2, folded to 1024 bits; presence of a hashed substructural environment",0 or 1
1024,mw,physicochemical descriptor,continuous,molecular weight,RDKit units
1025,clogp,physicochemical descriptor,continuous,Crippen logP,RDKit units
1026,tpsa,physicochemical descriptor,continuous,topological polar surface area,RDKit units
1027,hbd,physicochemical descriptor,continuous,hydrogen-bond donors,RDKit units
1028,hba,physicochemical descriptor,continuous,hydrogen-bond acceptors,RDKit units
1029,rotatable_bonds,physicochemical descriptor,continuous,rotatable bond count,RDKit units
1030,aromatic_rings,physicochemical descriptor,continuous,aromatic ring count,RDKit units
1031,fraction_csp3,physicochemical descriptor,continuous,fraction of sp3-hybridised carbons,RDKit units
1032,ring_count,physicochemical descriptor,continuous,total ring count,RDKit units
1033,heavy_atoms,physicochemical descriptor,continuous,heavy atom count,RDKit units
1034,formal_charge,physicochemical descriptor,continuous,net formal charge,RDKit units
1035,qed,physicochemical descriptor,continuous,quantitative estimate of drug-likeness,RDKit units
